letter,question,answer
ب,نوع من الأزهار ذات الرائحة العطرة واللون الذي يمزج بين الأحمر والأزرق؟,بنفسج

ب,وعاء أسطواني كبير يصنع من المعدن أو الخشب ويستخدم لتخزين النفط وتصديره؟,برميل

ب,الشخص الذي يؤدي حركات بهلوانية واستعراضية ويثير الضحك في السيرك؟,بهلوان
ب,سفينة ضخمة تعمل بالطاقة البخارية وتستخدم لنقل الركاب والبضائع عبر البحار؟,باخرة
ب,الدليل القاطع والحجة القوية التي تثبت صحة الادعاء أو النظرية؟,برهان
ب,المحيط الطبيعي بما فيه من ماء وهواء وتربة وكائنات حية الذي نعيش فيه؟,بيئة

ب,الأثر المميز والفريد الذي تتركه خطوط الأصابع وتستخدم لإثبات الهوية الشخصية؟,بصمة
ب,الشخص الذي يسكن الصحراء ويعتمد على الرعي والتنقل وراء الماء والكلأ؟,بدوي
ب,آلة موسيقية نحاسية نفخية تصدر صوتاً عالياً كانت تستخدم قديماً في الحروب؟,بوق

ت,الفراغ أو المساحة الفارغة داخل الجسم أو العضو الطبيعي؟,تجويف
ت,إفراز الجسم للماء والأملاح لتنظيم وتبريد درجة حرارته عند الشعور بالحر؟,تعرق
ت,عملية تناول الطعام واستخلاص العناصر المفيدة منه لبناء ونمو الجسم؟,تغذية
ت,الادعاء الباطل بمعرفة الغيب والمستقبل من خلال قراءة حركة النجوم والكواكب؟,تنجيم
ت,إلحاق الأذى والألم الجسدي أو النفسي الشديد بالشخص لإجباره على الاعتراف؟,تعذيب
ت,الارتفاع المستمر والمفرط في أسعار السلع والخدمات وتراجع القيمة الشرائية للعملة؟,تضخم
ت,التخفي وتغيير المظهر واللون للاندماج مع البيئة المحيطة لتجنب الأعداء؟,تمويه
ت,فن وعملية ترويج المنتجات والخدمات لجذب العملاء وزيادة المبيعات؟,تسويق
ت,حالة الاستقرار وتساوي الثقل والجهد بين الأطراف المتعاكسة؟,توازن
ت,المنشأة الكبرى المخصصة لصناعة وتخزين الأسلحة والذخائر والمعدات العسكرية؟,ترسانة
ت,إدخال أو إخراج البضائع والممنوعات عبر الحدود بشكل سري وغير قانوني؟,تهريب

ث,كسر رياضي يمثل جزأين من أصل ثلاثة أجزاء متساوية؟,ثلثان
ث,كثرة الكلام والحديث المتواصل في أمور لا فائدة منها ولا نفع؟,ثرثرة
ث,النظرة الحادة جداً أو الرأي السديد الذي يخترق الأمور ويعرف بواطنها يقال بصر؟,ثاقب
ث,صفة للشيء السميك والعريض الذي يصعب اختراقه وعكسه الرقيق والرفيع؟,ثخين

ث,صفة تطلق على اللون الأبيض الناصع أو الطقس شديد البرودة والتجمد؟,ثلجي

ث,التراب الندي والمبلل بالماء ويطلق مجازاً على الأرض التي يدفن فيها الميت؟,ثرى




ث,حالة الغنى الفاحش وكثرة الأموال والممتلكات والعيش في رغد ورفاهية؟,ثراء
ج,حشرات ضارة جداً تنتقل في أسراب عملاقة وتقضي على المحاصيل الزراعية تماماً؟,جراد
ج,رياضة أولمبية تعتمد على القوة والمرونة الهائلة وأداء حركات رشيقة ومعقدة؟,جمباز
ج,الشخص المكلف بتنفيذ أحكام الإعدام أو العقوبات الجسدية القاسية في الساحات؟,جلاد
ج,فقدان العقل والاضطراب النفسي الشديد الذي يفقد الإنسان قدرته على التمييز؟,جنون
ج,الفعل المخالف للقانون والأخلاق والذي يستوجب العقاب الرادع والسجن؟,جريمة

ج,الكائن الحي في مراحله الأولى داخل الرحم وقبل ولادته وخروجه للحياة؟,جنين
ج,الشوط الواحد أو المرحلة المتكررة في الألعاب الرياضية والمفاوضات السياسية؟,جولة
ج,الحشود الكبيرة من الناس والمشجعين الذين يحضرون الفعاليات والمباريات؟,جمهور

ج,الخثرة الدموية والتصلب الذي يحدث في الأوعية الدموية ويعيق تدفق الدم؟,جلطة
ج,الثوب الواسع والفضفاض الذي يغطي كامل الجسد ويرتدى في بعض الثقافات؟,جلباب
ج,الجهة الحكومية المسؤولة عن مراقبة وفرض الرسوم على البضائع الداخلة للبلاد؟,جمارك
ح,عملية جني وقطف المحاصيل الزراعية بعد نضجها واكتمال نموها في الحقول؟,حصاد
ح,الفجوة العميقة والمحفورة في الأرض والتي قد تستخدم لزراعة شجرة أو كفخ؟,حفرة
ح,القدرة الفطرية على التنبؤ وفهم الأمور بسرعة دون الاعتماد على التفكير المنطقي؟,حدس


ح,البقايا والأجزاء المحطمة والمتناثرة للسفن أو الطائرات بعد تحطمها وغرقها؟,حطام

ح,مهمة المراقبة والحماية الأمنية المستمرة للمنشآت والشخصيات المهمة من الخطر؟,حراسة
ح,كائن رخوي بطيء جداً يحمل صدفة لولبية على ظهره ليختبئ بداخلها؟,حلزون
ح,المساحة المربعة والمحاطة بالحبال المخصصة لنزالات الملاكمة والمصارعة؟,حلبة
ح,الحماية القانونية التي تمنع محاسبة الدبلوماسيين أو محاكمتهم أثناء عملهم؟,حصانة


خ,القصة الأسطورية والاعتقاد الباطل الذي لا يستند إلى أي أساس علمي أو ديني؟,خرافة


خ,الأعضاء التنفسية المتفرعة التي تستخدمها الأسماك لاستخلاص الأكسجين تحت الماء؟,خياشيم


خ,الحاوية الكبيرة والضخمة التي تبنى لتجميع وتخزين المياه أو الوقود لحين الحاجة؟,خزان
خ,الطرف المنافس والمعادي في المعركة أو نسبة التخفيض المالي على أسعار السلع؟,خصم
خ,فقدان المال أو الهزيمة في المباريات وعدم التمكن من تحقيق الفوز والنجاح؟,خسارة
